582491,Алхан-Юрт,Alkhan-Yurt
582432,Альметьевск,Al'met'yevsk
2027786,Амга,Amga
582222,Амзя,Amzya
2027749,Амурск,Amursk
2127202,Анадырь,Anadyr
582182,Анапа,Anapa
582181,Анапская,Anapskaya
582164,Анастасиевка,Anastasiyevka
582163,Анастасиевская,Anastasiyevskaya
582174,Анашкино,Anashkino
2027667,Ангарск,Angarsk
581788,Анджиевский,Andzhiyevskiy
1511646,Андра,Andra
582105,Андреаполь,Andreapol'
2027698,Андреевка,Andreyevka
582001,Андреевка,Andreyevka
581989,Андреево,Andreyevo
581928,Андреевское,Andreyevskoye
1511494,Анжеро-Судженск,Anzhero-Sudzhensk
2127154,Анива,Aniva
581698,Анискино,Aniskino
581671,Анна,Anna
819552,Аннино,Annino
581623,Аннино,Annino
581585,Анопино,Anopino
581568,Ансалта,Ansalta
1511538,Антипино,Antipino
581540,Антиповка,Antipovka
581364,Апаринки,Aparinki
581359,Апастово,Apastovo
581357,Апатиты,Apatity
581321,Апрелевка,Aprelevka
581313,Апшеронск,Apsheronsk
1511466,Арамиль,Aramil
2027549,Арбагар,Arbagar
581228,Арбаж,Arbazh
9881948,Арбат,Arbat District (Tsentralnyy administrativnyy okrug)
9881948,Арбат,Arbat District
1511428,Аргаяш,Argayash
581126,Аргун,Argun
581187,Ардатов,Ardatov
581179,Ардон,Ardon
581178,Ардонь,Ardon'
580724,Арзамас,Arzamas
580716,Арзгир,Arzgir
581080,Аркадак,Arkadak
580922,Армавир,Armavir
1511381,Аромашево,Aromashevo
580881,Арсаки,Arsaki
2027468,Арсеньев,Arsen'yev
580850,Арск,Arsk
580783,Арти,Arti
1511364,Артыбаш,Artybash
1511361,Артышта,Artyshta
2027456,Артём,Artëm
1511368,Артёмовский,Artëmovskiy
581049,Архангельск,Arkhangelsk
580994,Архангельское,Arkhangel’skoye
580993,Архангельское,Arkhangel’skoye
2027487,Архара,Arkhara
580969,Архипо-Осиповка,Arkhipo-Osipovka
580942,Архонская,Arkhonskaya
580939,Архыз,Arkhyz
580743,Арья,Ar'ya
580688,Асаново,Asanovo
1511330,Асбест,Asbest
1511329,Асбестовский,Asbestovskiy
580676,Асекеево,Asekeyevo
1511309,Асино,Asino
1511303,Аскиз,Askiz
580577,Аскино,Askino
580545,Ассиновская,Assinovskaya
580497,Астрахань,Astrakhan (Korp.1)
580497,Астрахань,Astrakhan
580497,Астрахань,Astrakhan (Korp. 2)
580453,Атаманская,Atamanskaya
2027373,Атаманская,Atamanovka
580432,Атемар,Atemar
580431,Атепцево,Ateptsevo
580426,Атиг,Atig
2126998,Атка,Atka
580420,Аткарск,Atkarsk
580352,Аушигер,Aushiger
584189,Афанасово,Afanasovo
584126,Афипский,Afipskiy
584104,Афонино,Afonino
583811,Ахтанизовская,Akhtanizovskaya
583798,Ахтубинск,Akhtubinsk
583794,Ахты,Akhty
583785,Ахтырский,Akhtyrskiy
583781,Ахуново,Akhunovo
584309,Ачи,Achisu
1512165,Ачинск,Achinsk
584308,Ачит,Achit
584298,Ачхой-Мартан,Achkhoy-Martan
580660,Аша,Asha
580628,Аше,Ashe
580621,Ашильта,Ashil'ta
580616,Ашитково,Ashitkovo
580597,Ашукино,Ashukino
9881959,Аэропорт,Moscow (Aeroport District)
7043863,Аэропорт,Aeroport
580139,Аютинский,Ayutinskiy
1511217,Ая,Aya
1511205,Аять,Ayat'
580006,Бабаево,Babayevo
579999,Бабаюрт,Babayurt
579951,Бабино,Babino
2027277,Бабстово,Babstovo
2027276,Бабушкин,Babushkin
579838,Бабынино,Babynino
578641,Бавлены,Bavleny
578638,Бавлы,Bavly
578637,Бавтугай,Bavtugay
579771,Багаевская,Bagayevskaya
2027244,Багдарин,Bagdarin
579763,Баграмово,Bagramovo
579760,Багратионовск,Bagrationovsk
1510709,Баево,Bayevo
1540882,Бажово,Bazhovo
6265786,Бажуково,Bazhukovo
468585,База,Baza
578467,Базарные Матаки,Bazarnye Mataki
578466,Базарный Карабулак,Bazarnyy Karabulak
1510633,Базой,Bazoy
2026979,Байкальск,Baykal'sk
1510689,Байкит,Baykit
578534,Баймак,Baymak
579738,Бакал,Bakal
579728,Бакалы,Bakaly
2027221,Баклаши,Baklashi
579574,Баксан,Baksan
1511057,Бакчар,Bakchar
579529,Балабаново,Balabanovo
579496,Балакирево,Balakirevo
579492,Балаково,Balakovo
579514,Балахна,Balakhna
1510998,Балахта,Balakhta
579468,Балашейка,Balasheyka
579464,Балашиха,Balashikha
579460,Балашов,Balashov
579432,Балезино,Balezino
2027184,Балей,Baley
579384,Балтаси,Baltasi
2609906,Балтийск,Baltiysk
1510946,Балтым,Baltym
579327,Бамматюрт,Bammatyurt
2027142,Барабаш,Barabash
1510916,Барабинск,Barabinsk
1510899,Баранникова,Barannikova
579266,Баранчинский,Baranchinskiy
578953,Барвиха,Barvikha
578952,Барвиха,Barvikha
579132,Барда,Barda
1510817,Барзас,Barzas
1510853,Барнаул,Barnaul (Tsentralnyy rayon)
1510853,Барнаул,Barnaul
1510853,Барнаул,Barnaul (Tsentralnyy)
1510842,Барсово,Barsovo
579000,Барсуки,Barsuki
578974,Барсуковская,Barsukovskaya
578940,Барыбино,Barybino
578931,Барыш,Barysh
1510821,Барышево,Baryshevo
578947,Барятино,Baryatino
9881949,Басманный,Moscow (Basmanny District)
9881949,Басманный,Basmanny District
2027044,Батагай,Batagay
2027042,Батагай-Алыта,Batagay-Alyta
578740,Батайск,Bataysk
578740,Батайск,Bataysk (Aviagorodok)
578764,Батаково,Botakovo
578742,Баташюрт,Batashyurt
578732,Батецкий,Batetskiy
578675,Батуринская,Baturinskaya
578659,Батырёво,Batyrevo
579689,Бахилово,Bakhilovo
510988,Бахчиванджи,Bakhchivandzhi
578842,Башмаково,Bashmakovo
1510665,Баюново,Bayunovo
2027002,Баянгол,Bayangol
2027004,Баяндай,Bayanday
578339,Бегичевский,Begichevskiy
9881960,Беговой,Begovoy District
9881960,Беговой,Moscow (Begovoy District)
578326,Бегуницы,Begunitsy
576572,Бежаницы,Bezhanitsy
576566,Бежецк,Bezhetsk
576558,Бежта,Bezhta
576590,Безенчук,Bezenchuk
578230,Белая,Belaya
578169,Белая Глина,Belaya Glina
578155,Белая Калитва,Belaya Kalitva
578138,Белая Речка,Belaya Rechka
578140,Белая Речка,Belaya Rechka
578152,Белая Холуница,Belaya Kholunitsa
578076,Белгатой,Belgatoy
578072,Белгород,Belgorod
578120,Белебей,Belebey
828055,Белиджи,Belidzhi
1510469,Белово,Belovo
2026895,Белогорск,Belogorsk
1510514,Белогорск,Belogorsk
577960,Белогорье,Belogor'ye
872128,Белозерный,Belozërnyy
577711,Белозёрск,Belozersk
1510421,Белозёрское,Belozërskoye
1510502,Белокуриха,Belokurikha
577922,Беломорск,Belomorsk
577901,Белоозёрский,Beloozyorsky
577908,Белоомут,Beloomut
577907,Белоостров,Beloostrov
577881,Белорецк,Beloretsk
577893,Белореченск,Belorechensk
1510484,Белосток,Belostok
577856,Белоусово,Belousovo
1510454,Белоярск,Beloyarsk
1510451,Белоярский,Beloyarskiy
1510450,Белоярский,Beloyarskiy
577560,Белые Берега,Belyye Berega
577551,Белые Столбы,Belyye Stolby
577576,Белый,Belyy
577548,Белый Городок,Belyy Gorodok
1510377,Белый Яр,Belyy Yar
1510370,Белый Яр,Belyy Yar
577630,Беляевка,Belyayevka
577653,Беляниново,Belyaninovo
1510395,Беляши,Belyashi
578091,Белёв,Belëv
577485,Бено-Юрт,Benoy-Yurt
2026861,Бердигестях,Berdigestyakh
1510350,Бердск,Berdsk
577450,Бердяуш,Berdyaush
2026846,Береговая,Beregovaya
1510335,Береговой,Beregovoy
577375,Березайка,Berezayka
577380,Березанская,Berezanskaya
577206,Березники,Berezniki
577408,Берендеево,Berendeyevo
577403,Береславка,Bereslavka
1510159,Берлин,Berlin
576754,Берново,Bernovo
577384,Берёза,Bereza
577246,Берёзник,Berëznik
6607551,Берёзовая Пойма,Berëzovaya Poyma
1510255,Берёзовка,Berëzovka
576991,Берёзовка,Berëzovka
1510214,Берёзово,Beryozovo
1510205,Берёзовский,Berëzovskiy
1510203,Берёзовский,Beryozovsky
7095005,Берёзовский Рядок,Berëzovskiy Ryadok
2026786,Берёзовый,Berezovyy
576721,Беседы,Besedy
556178,Беслан,Iriston
576697,Беслан,Beslan
576666,Бессоновка,Bessonovka
576663,Бессоновка,Bessonovka
576626,Бетлица,Betlitsa
576623,Бетта,Betta
578283,Бехтеевка,Bekhteyevka
1510131,Бея,Beya
9881978,Бибирево,Moscow (Bibirevo District)
576195,Бижбуляк,Bizhbulyak
1510018,Бийск,Biysk
2026696,Бикин,Bikin
2126682,Билибино,Bilibino
576351,Билимбай,Bilimbay
576342,Билярск,Bilyarsk
873835,Биорки,Biorki
2026657,Биракан,Birakan
2026643,Биробиджан,Birobidzhan
576317,Бирск,Birsk
9882995,Бирюлёво Восточное,Biryulyovo Vostochnoye District
9882996,Бирюлёво Западное,Biryulyovo Zapadnoye District
576260,Бисерть,Bisert'
7437941,Биштюбинка,Bishtyubinka
1509999,Благовещенка,Blagoveshchenka
2026609,Благовещенск,Blagoveshchensk
576116,Благовещенск,Blagoveshchensk
576172,Благодарный,Blagodarnyy
576093,Благоево,Blagoyevo
576080,Блечепсин,Blechepsin
575948,Бобров,Bobrov
1509958,Бобровка,Bobrovka
1509955,Бобровка,Bobrovka
1509929,Бобровский,Bobrovskiy
1509902,Богандинский,Bogandinskiy
575756,Богатое,Bogatoye
575728,Богатые Сабы,Bogatyye Saby
575751,Богатырь,Bogatyr'
1509897,Богашево,Bogashevo
1509888,Богданович,Bogdanovich
570735,Богданово,Bogdanovo
575480,Боговарово,Bogovarovo
575609,Боголюбово,Bogolyubovo
575591,Богородицк,Bogoroditsk
575560,Богородск,Bogorodsk
575522,Богородское,Bogorodskoye
9882949,Богородское,Moscow (Bogorodskoye District)
2126638,Богородское,Bogorodskoye
575519,Богородское,Bogorodskoye
575494,Богословка,Bogoslovka
575488,Богослово,Bogoslovo
1509852,Боготол,Bogotol
1509847,Боград,Bograd
1509844,Богучаны,Boguchany
575457,Богучар,Boguchar
2026583,Бодайбо,Bodaybo
575423,Бокино,Bokino
575413,Боковская,Bokovskaya
575410,Бокситогорск,Boksitogorsk
574877,Бол.Мартыновка,Bol'shaya Martynovka
575369,Болгатово,Bolgotovo
575349,Бологое,Bologoye
1509819,Болотное,Bolotnoye
575343,Болохово,Bolokhovo
575364,Болхов,Bolkhov
575193,Большая Брембола,Bol'shaya Brembola
575070,Большая Ижора,Bol’shaya Izhora
2026427,Большая Речка,Bol'shaya Rechka
574711,Большая Рязань,Bol'shaya Ryazan'
1509494,Большеречье,Bol'sherech'ye
1509405,Большие Акияры,Bol’shiye Akiyary
573922,Большие Вязёмы,Bol'shiye Vyazëmy
2026326,Большое Голоустное,Bol’shoye Goloustnoye
573634,Большое Грызлово,Bol’shoye Gryzlovo
825122,Большое Исаково,Bol'shoe Isakovo
573559,Большое Козино,Bolshoye Kozino
573471,Большое Мурашкино,Bol'shoye Murashkino
573338,Большое Село,Bol'shoye Selo
2026303,Большой Камень,Bolshoy Kamen
573089,Большой Карай,Bol’shoy Karay
1509117,Большой Оёш,Bol’shoy Oyësh
572890,Большой Сабск,Bol'shoy Sabsk
572665,Бор,Bor
2026126,Борзя,Borzya
572559,Боринское,Borinskoye
572506,Борисова Грива,Borisova Griva
572500,Борисовка,Borisovka
572451,Борисово,Borisovo
572525,Борисоглебск,Borisoglebsk
572356,Борки,Borki
572322,Борковская,Borkovskaya
1508918,Боровиха,Borovikha
572154,Боровичи,Borovichi
1508894,Боровой,Borovoy
572090,Боровой,Borovoy
572091,Боровой,Borovoy
572069,Боровск,Borovsk
572070,Боровск,Borovsk
1508879,Боровский,Borovskiy
2026160,Борогонцы,Borogontsy
1508943,Бородино,Borodino
572276,Бородино,Borodino
572258,Бородинская,Borodinskaya
572256,Бородинский,Borodinskiy
572220,Борок,Borok
571987,Борское,Borskoye
571877,Ботово,Botovo
2026544,Бохан,Bokhan
2126493,Бошняково,Boshnyakovo
571719,Братовщина,Bratovshchina
2051523,Братск,Bratsk
1508811,Бреды,Bredy
571634,Брейтово,Breytovo
1508802,Бродокалмак,Brodokalmak
571557,Бронницы,Bronnitsy
571492,Брусянский,Brusyanka
571420,Брюховецкая,Bryukhovetskaya
571476,Брянск,Bryansk
571661,Брёхово,Brëkhovo
824070,Бугры,Bugry
2026030,Бугульдейка,Bugul'deyka
571170,Бугульма,Bugul'ma
571159,Бугуруслан,Buguruslan
571252,Будогощь,Budogoshch'
571306,Будённовск,Budënnovsk
9389143,Будёновец,Budenovetc
570455,Буздяк,Buzdyak
570427,Бузулук,Buzuluk
571154,Буинск,Buinsk
571155,Буинск,Buinsk
570508,Буй,Buy
570479,Буйнакск,Buynaksk
2026023,Букачача,Bukachacha
1508715,Буланаш,Bulanash
571050,Булатниково,Bulatnikovo
571000,Булгаково,Bulgakovo
570922,Бунятино,Bunyatino
570868,Бураево,Burayevo
570827,Буревестник,Burevestnik
570770,Бурмакино,Burmakino
1508589,Бутка,Butka
570578,Бутово,Butovo
570564,Бутурлино,Buturlino
570563,Бутурлиновка,Buturlinovka
9881979,Бутырский,Moscow (Butyrsky District)
570300,Быково,Bykovo
570315,Быково,Bykovo
570298,Быково,Bykovo
570195,Быстрица,Bystritsa
1508520,Быстрянка,Bystryanka
11888170,ВНИИССОК,Vniissok
1487860,Вагай,Vagay
1487861,Вагай,Vagay
477424,Вад,Vad
476297,Важины,Vazhiny
2119962,Вал,Val
477301,Валдай,Valday
477192,Валуйки,Valuyki
2119932,Ванино,Vanino
1487784,Варгаши,Vargashi
477047,Вардане,Vardane
477039,Варениковская,Varenikovskaya
477004,Варламово,Varlamovo
1487764,Варна,Varna
476982,Варнавино,Varnavino
8504949,Василеостровский,Vasyl'evsky Ostrov
611182,Васильево,Vasil'yevo
476548,Васильевский Мох,Vasil'yevskiy Mokh
476732,Васильсурск,Vasil'sursk
476500,Васкелово,Vaskelovo
6315390,Васьково,Vas’kovo
476417,Васюринская,Vasyurinskaya
476372,Ватутинки,Vatutinki
1487839,Вахрушево,Vakhrushevo
477340,Вахруши,Vakhrushi
477440,Вача,Vacha
477432,Вачи,Vachi
2013235,Введенщина,Vvedenshchina
1486677,Введнское,Vvedenskoye
476252,Ведено,Vedeno
473856,Вейделевка,Veydelevka
475955,Велиж,Velizh
476106,Великент,Velikent
476077,Великие Луки,Velikiye Luki
519336,Великий Новгород,Veliky Novgorod
476062,Великий Устюг,Velikiy Ustyug
476028,Великовечное,Velikovechnoye
476055,Великодворский,Velikodvorskiy
476046,Великооктябрьский,Velikooktyabr'skiy
475938,Вельск,Velsk
1487615,Венгерово,Vengerovo
475868,Венцы,Ventsy
475881,Венёв,Venyov
475845,Вербилки,Verbilki
475777,Верещагино,Vereshchagino
475699,Верея,Vereya
475701,Верея,Vereya
475700,Верея,Vereya
1487569,Верх-Катунское,Verkhne-Katunskoye
1487299,Верх-Марушка,Verkh-Marushka
1487241,Верх-Тула,Verkhnyaya Tula
1487599,Верх-Чебула,Verkh-Chebula
475196,Верх.Баскунчак,Verkhniy Baskunchak
2013639,Верхневилюйск,Verkhnevilyuysk
475614,Верхнеднепровский,Verkhnedneprovskiy
1487520,Верхнее Дуброво,Verkhneye Dubrovo
11888192,Верхнетемерницкий,Verkhnetemernitzkiy
475469,Верхнетуломский,Verkhnetulomskiy
475463,Верхнеуральск,Verkhneural'sk
475619,Верхнечусовские Городки,Verkhnechusovskiye Gorodki
475438,Верхнеяркеево,Verkhneyarkeyevo
475100,Верхние Киги,Verkhniye Kigi
475041,Верхние Серги,Verkhniye Sergi
475030,Верхние Татышлы,Verkhniye Tatyshly
474916,Верхний Мамон,Verkhniy Mamon
474821,Верхний Тагил,Verkhniy Tagil
474795,Верхний Улсон,Verkhniy Uslon
1487394,Верхний Уфалей,Verkhniy Ufaley
2025072,Верхняя Иволга,Verkhnyaya Ivolga
1487277,Верхняя Салда,Verkhnyaya Salda
1487272,Верхняя Синячиха,Verkhnyaya Sinyachikha
1487260,Верхняя Сысерть,Verkhnyaya Sysert’
474473,Верхняя Тишанка,Verkhnyaya Tishanka
474470,Верхняя Тойма,Verkhnyaya Toyma
474462,Верхняя Тура,Verkhnyaya Tura
474669,Верхняя Хава,Verkhnyaya Khava
474354,Верховажье,Verkhovazh'ye
474324,Верховье,Verkhov'ye
1487219,Верхотурье,Verkhotur'ye
474370,Верхошижемье,Verkhoshizhem'ye
1487164,Веселоярск,Veseloyarsk
473943,Весьегонск,Ves'yegonsk
474059,Весёлый,Vesëlyy
473910,Ветлуга,Vetluga
473904,Ветлужский,Vetluzhsky
473903,Ветлужский,Vetluzhskiy
473998,Вешенская,Veshenskaya
473994,Вешкайма,Veshkayma
473984,Вешки,Veshki
474004,Вещево,Veshchevo
6930743,Взморье,Vzmorye
2013406,Видим,Vidim
473778,Видное,Vidnoye
795235,Видяево,Vidyayevo
473762,Видяево,Vidyayevo
473263,Визинга,Vizinga
1487112,Викулово,Vikulovo
473665,Виленка,Vilenka
473627,Виловатово,Vilovatovo
2013392,Вилюйск,Vilyuysk
2118647,Вилючинск,Vilyuchinsk
1487086,Винзили,Vinzili
473590,Винницы,Vinnitsy
473546,Виноградный,Vinogradnyy
473535,Виноградово,Vinogradovo
473522,Винсады,Vinsady
473378,Висим,Visim
473349,Вистино,Vistino
2013375,Витим,Vitim
473295,Витязево,Vityazevo
2013399,Вихоревка,Vikhorevka
473788,Вичуга,Vichuga
473382,Вишняковские Дачи,Vishnyakovskiye Dachi
1487074,Вишнёвогорск,Vishnëvogorsk
2013348,Владивосток,Vladivostok
473249,Владикавказ,Vladikavkaz
473247,Владимир,Vladimir
473247,Владимир,Vladimir (Oktyabrskiy)
2013362,Владимиро-Александровское,Vladimiro-Aleksandrovskoye
473166,Владимирская,Vladimirskaya
473150,Владимирское,Vladimirskoye
1487022,Власиха,Vlasikha
473122,Власиха,Vlasikha
857689,Внуково,Vnukovo (Zapadnyy administrativnyy okrug)
473020,Внуково,Vnukovo
857689,Внуково,Vnukovo
473020,Внуково,Vnukovo (Zapadnyy administrativnyy okrug)
473021,Внуково,Moscow (Vnukovo District)
472942,Водстрой,Vodstroy
471247,Вождь Пролетариата,Vozhd' Proletariata
471245,Вожега,Vozhega
7902065,Вознесенский,Voznesenskiy
471172,Вознесенское,Voznesenskoye
471160,Вознесенье,Voznesen'ye
9881973,Войковский,Voykovsky District
9881973,Войковский,Moscow (Voykovsky District)
471323,Войсковицы,Voyskovitsy
472777,Волга,Volga
472751,Волго-Каспийский,Volgo-Kaspiyskiy
472757,Волгоград,Volgograd (Tsentralnyy)
472757,Волгоград,Volgograd
472761,Волгодонск,Volgodonsk
472750,Волгореченск,Volgorechensk
472234,Волжск,Volzhsk
472231,Волжский,Volzhskiy
472229,Волжский,Volzhskiy
864116,Волово,Volovo
472306,Волово,Volovo
472459,Вологда,Vologda
472494,Володарск,Volodarsk
472487,Володарский,Volodarskiy
472490,Володарский,Volodarskiy
472433,Волоколамск,Volokolamsk
472428,Волоконовка,Volokonovka
472357,Волосово,Volosovo
472328,Волот,Volot
2013326,Волочаевка-Вторая,Volochayevka Vtoraya
472505,Волочаевский,Volochayevskiy
472504,Волочаевское,Volochayevskoye
472722,Волхов,Volkhov
472714,Волховский,Volkhovskiy
2013337,Волчанец,Volchanets
1486984,Волчанск,Volchansk
2013332,Вольно-Надеждинское,Vol'no-Nadezhdinskoye
472278,Вольск,Vol'sk
472271,Воля,Volya
1486910,Воркута,Vorkuta
472045,Воронеж,Voronezh
471910,Воронцовка,Vorontsovka
471909,Воронцовка,Vorontsovka
471799,Воротынец,Vorotynets
471820,Ворошнево,Voroshnëvo
471760,Ворсма,Vorsma
471775,Ворша,Vorsha
471656,Воскресенск,Voskresensk
471628,Воскресенское,Voskresenskoye
471639,Воскресенское,Voskresenskoye
471607,Воскресенское,Voskresenskoye
471633,Воскресенское,Voskresenskoye
471477,Восток,Vostok
8505053,Восточное Дегунино,Vostochnoe Degunino
471457,Востряково,Vostryakovo
471430,Воткинск,Votkinsk
471441,Вотчина,Votchina
472878,Вохтога,Vokhtoga
2013258,Врангель,Vrangel'
471101,Всеволожск,Vsevolozhsk
470905,Вуктыл,Vuktyl
470845,Вунары,Vurnary
1487048,Входной,Vkhodnoy
470549,Выбор,Vybor
470546,Выборг,Vyborg
470473,Выгоничи,Vygonichi
2013226,Выдрино,Vydrino
470499,Выдропужск,Vydropuzhsk
469933,Выездное,Vyyezdnoye
470444,Выкса,Vyksa
470390,Выползово,Vypolzovo
470368,Вырица,Vyritsa
470338,Выселки,Vyselki
470212,Высокая Гора,Vysokaya Gora
11888168,Высокий,Vysokiy
470195,Высокиничи,Vysokinichi
470083,Высоковск,Vysokovsk
2013216,Высокогорный,Vysokogornyy
803498,Высокое,Vysokoye
469995,Высоцк,Vysotsk
469991,Высоцкое,Vysotskoye
469966,Выставка,Vystavka
469960,Вытегра,Vytegra
9882985,Выхино-Жулебино,Vykhino-Zhulebino District
470530,Вычегодский,Vychegodskiy
797083,Вышестеблиевская,Vyshestebliyevskaya
470274,Вышков,Vyshkov
470268,Вышнее Долгое,Vyshneye Dolgoye
470252,Вышний Волочек,Vyshniy Volochëk
470712,Вяземка,Vyazëmka
2013229,Вяземский,Vyazemskiy
470667,Вязники,Vyazniki
470666,Вязники,Vyazniki
470676,Вязьма,Vyaz'ma
470762,Вяртсиля,Värtsilä
470734,Вятские Поляны,Vyatskiye Polyany
470722,Вятское,Vyatskoye
561783,Гаврилов Посад,Gavrilov Posad
561762,Гаврилов-Ям,Gavrilov-Yam
561810,Гавриловка,Gavrilovka
561804,Гавриловка Вторая,Gavrilovka Vtoraya
562237,Гагарин,Gagarin
1506746,Гагарина,Gagarina
9883013,Гагаринский,Moscow (Gagarinsky District)
9883013,Гагаринский,Gagarinsky District
560849,Гагатли,Gagatli
562209,Гагино,Gagino
562245,Гаджиево,Gadzhiyevo
561731,Гай,Gay
